"","X","line","movie"
"12396",12396,"","The Favourite"
"12397",12397,"                             ANNE","The Favourite"
"12398",12398,"                   We should ask people. Bring a group","The Favourite"
"12399",12399,"                   of people from the villages in and","The Favourite"
"12400",12400,"                   ask them.","The Favourite"
"12401",12401,"","The Favourite"
"12402",12402,"                             SARAH","The Favourite"
"12403",12403,"                   That is not how matters of state","The Favourite"
"12404",12404,"                   are dealt with. People are led,","The Favourite"
"12405",12405,"                   they do not lead!","The Favourite"
"12406",12406,"                   Would you leave Marlborough","The Favourite"
"12407",12407,"                   exposed? He needs another battalion","The Favourite"
"12408",12408,"                   ready to join him. And that means","The Favourite"
"12409",12409,"                   money.","The Favourite"
"12410",12410,"","The Favourite"
"12411",12411,"                             ANNE","The Favourite"
"12412",12412,"                   Do not yell at me! I am the Queen!","The Favourite"
"12413",12413,"","The Favourite"
"12414",12414,"                             SARAH","The Favourite"
"12415",12415,"                   Then for once act like it!","The Favourite"
"12416",12416,"","The Favourite"
"12417",12417,"        Sarah walks out.","The Favourite"
"12418",12418,"","The Favourite"
"12419",12419," 94     EXT STABLES DAY                                              94","The Favourite"
"12420",12420,"","The Favourite"
"12421",12421,"        Sarah walks through the garden. Horses are being prepared to","The Favourite"
"12422",12422,"        be ridden. Masham stands there holding two horses. Is about","The Favourite"
"12423",12423,"        to speak.","The Favourite"
"12424",12424,"THE FAVOURITE SHOOTING SCRIPT 6 MAR 17 (BLUE REVISIONS 14 MAR 17)   67.","The Favourite"
"12425",12425,"","The Favourite"
"12426",12426,"","The Favourite"
"12427",12427,"                              MASHAM","The Favourite"
"12428",12428,"                    Is the Queen to-","The Favourite"
"12429",12429,"","The Favourite"
"12430",12430,"                              SARAH","The Favourite"
"12431",12431,"                    Do not speak to me.","The Favourite"
"12432",12432,"        Sarah mounts a horse and takes off.","The Favourite"
"12433",12433,"","The Favourite"
"12434",12434,"        She grimaces as she rides. A slight pain in her stomach.","The Favourite"
"12435",12435,"","The Favourite"
"12436",12436," 95     EXT WOODS     DAY                                           95","The Favourite"
"12437",12437,"","The Favourite"
"12438",12438,"        Sarah is galloping through a wooded area.","The Favourite"
"12439",12439,"        Sarah suddenly doubles over with pain, a flop sweat breaking","The Favourite"
"12440",12440,"        out across her face. She pulls the horse to a walk. Sarah","The Favourite"
"12441",12441,"        blinks hard trying to pull herself together. She suddenly","The Favourite"
"12442",12442,"        throws up.","The Favourite"
"12443",12443,"","The Favourite"
"12444",12444,"        The horse starts to gallop. She pulls listlessly at the","The Favourite"
"12445",12445,"        reins.","The Favourite"
"12446",12446,"","The Favourite"
"12447",12447,"        Her bowels suddenly open noisily. She topples over. Gets her","The Favourite"
"12448",12448,"        foot caught in the stirrup. The horse gallops on as her head","The Favourite"
"12449",12449,"        hits the ground and she is dragged, unconscious.","The Favourite"
"12450",12450,"","The Favourite"
"12451",12451," 96     INT GOLDEN HALLWAY    DAY                                   96","The Favourite"
"12452",12452,"","The Favourite"
"12453",12453,"        Abigail walks the hallway determinedly. Shrieking, giggling","The Favourite"
"12454",12454,"        and yelling can be heard. A pomegranate comes flying out of","The Favourite"
"12455",12455,"        the doorway of a room ahead. It hits the wall and smashes","The Favourite"
"12456",12456,"        bloody pink seeds everywhere.","The Favourite"
"12457",12457,"","The Favourite"
"12458",12458," 97     INT DRAWING ROOM     DAY                                    97","The Favourite"
"12459",12459,"","The Favourite"
"12460",12460,"        A group of painted up Tories including Harley have a young","The Favourite"
"12461",12461,"        man naked (POMEGRANATE TORY) and are playing dodgeball with","The Favourite"
"12462",12462,"        him, using pomegranates as balls. The wall is spattered","The Favourite"
"12463",12463,"        bright pink. The young man tries to dodge but gets hit with","The Favourite"
"12464",12464,"        one. He goes down and they all slam more pomegranates into","The Favourite"
"12465",12465,"        him.","The Favourite"
"12466",12466,"        Abigail appears in the doorway.","The Favourite"
"12467",12467,"","The Favourite"
"12468",12468,"        The men all yell lewd things at her.","The Favourite"
"12469",12469,"","The Favourite"
"12470",12470,"        A pomegranate juice spattered Harley comes to her.","The Favourite"
"12471",12471,"","The Favourite"
"12472",12472,"                              ABIGAIL","The Favourite"
"12473",12473,"                    I have thought on the terms of our","The Favourite"
"12474",12474,"                    friendship.","The Favourite"
"12475",12475,"","The Favourite"
"12476",12476,"                              HARLEY","The Favourite"
"12477",12477,"                    I thought it was unconditional","The Favourite"
"12478",12478,"                    love.","The Favourite"
"12479",12479,"THE FAVOURITE SHOOTING SCRIPT 6 MAR 17   68.","The Favourite"
"12480",12480,"","The Favourite"
"12481",12481,"","The Favourite"
"12482",12482,"                             ABIGAIL","The Favourite"
"12483",12483,"                   I will get you an audience with the","The Favourite"
"12484",12484,"                   Queen if you ask her a favour for","The Favourite"
"12485",12485,"                   me.","The Favourite"
"12486",12486,"                             HARLEY","The Favourite"
"12487",12487,"                   Wench. You will-","The Favourite"
"12488",12488,"","The Favourite"
"12489",12489,"                             ABIGAIL","The Favourite"
"12490",12490,"                   Harley you do not need me as an","The Favourite"
"12491",12491,"                   enemy. As it turns out I am capable","The Favourite"
"12492",12492,"                   of much unpleasantness.","The Favourite"
"12493",12493,"","The Favourite"
"12494",12494,"                              HARLEY","The Favourite"
"12495",12495,"                   As am I.","The Favourite"
"12496",12496,"","The Favourite"
"12497",12497,"                             ABIGAIL","The Favourite"
"12498",12498,"                       (angrily)","The Favourite"
"12499",12499,"                   It’s so tiring to be like this!","The Favourite"
"12500",12500,"                       (calmer)","The Favourite"
"12501",12501,"                   The Queen has taken a shine to me","The Favourite"
"12502",12502,"                   and I will drip poison into her ear","The Favourite"
"12503",12503,"                   regarding you, until she is mad","The Favourite"
"12504",12504,"                   with hatred for you. Or we will","The Favourite"
"12505",12505,"                   have a mutually advantageous","The Favourite"
"12506",12506,"                   friendship. Count of three. Yes or","The Favourite"
"12507",12507,"                   no?","The Favourite"
"12508",12508,"        He stares at her.","The Favourite"
"12509",12509,"","The Favourite"
"12510",12510,"                             HARLEY","The Favourite"
"12511",12511,"                   If you are so close to the Queen,","The Favourite"
"12512",12512,"                   why not just ask this favour","The Favourite"
"12513",12513,"                   yourself?","The Favourite"
"12514",12514,"","The Favourite"
"12515",12515,"                             ABIGAIL","The Favourite"
"12516",12516,"                   I do not want her to ever think I","The Favourite"
"12517",12517,"                   want anything from her.","The Favourite"
"12518",12518,"","The Favourite"
"12519",12519,"                             HARLEY","The Favourite"
"12520",12520,"                   And have you counselled her for our","The Favourite"
"12521",12521,"                   side?","The Favourite"
"12522",12522,"","The Favourite"
"12523",12523,"                              ABIGAIL","The Favourite"
"12524",12524,"                   No.","The Favourite"
"12525",12525,"","The Favourite"
